"","locus","counts","chr","start","end","width","erv.call"
"CNV_Scaffold1383_1-5400","CNV_Scaffold1383_1-5400",129,"Scaffold1383",1,5400,5399,"cPa356_cPa428"
"CNV_Scaffold1477_1-4200","CNV_Scaffold1477_1-4200",175,"Scaffold1477",1,4200,4199,"cPa428_cPa356"
"CNV_Scaffold1503_1-3600","CNV_Scaffold1503_1-3600",220,"Scaffold1503",1,3600,3599,"cPa428_cPa356"
"CNV_Scaffold1506_1-3600","CNV_Scaffold1506_1-3600",88,"Scaffold1506",1,3600,3599,"cPa419"
"CNV_Scaffold244_1-14100","CNV_Scaffold244_1-14100",8,"Scaffold244",1,14100,14099,"cPa419"
"CNV_Scaffold244_36001-43200","CNV_Scaffold244_36001-43200",55,"Scaffold244",36001,43200,7199,"cPa419"
"CNV_Scaffold427_1-14400","CNV_Scaffold427_1-14400",39,"Scaffold427",1,14400,14399,"cPa356_cPa428"
"CNV_Scaffold481_10501-23700","CNV_Scaffold481_10501-23700",85,"Scaffold481",10501,23700,13199,"cPa402_cPa74"
"CNV_Scaffold524_5701-20700","CNV_Scaffold524_5701-20700",42,"Scaffold524",5701,20700,14999,"cPa356"
"CNV_Scaffold882_1-9000","CNV_Scaffold882_1-9000",38,"Scaffold882",1,9000,8999,"cPa428_cPa356_cPa419"
"CNV_Scaffold1033_5701-9900","CNV_Scaffold1033_5701-9900",218,"Scaffold1033",5701,9900,4199,"cPa305_cPa196_cPa459_cPa308_cPa433_cPa424_cPa327_cPa260_cPa409_cPa439"
"CNV_chr18_6001-11400","CNV_chr18_6001-11400",1,"chr18",6001,11400,5399,"cPa419_cPa392_cPa174_cPa404_cPa425_cPa254_cPa47"
"CNV_chr18_7506001-7519200","CNV_chr18_7506001-7519200",14,"chr18",7506001,7519200,13199,"cPa327_cPa268_cPa260"
"CNV_chr18_10017001-10030500","CNV_chr18_10017001-10030500",5,"chr18",10017001,10030500,13499,"cPa268_cPa118_cPa125_cPa264_cPa248_cPa140_cPa15_cPa443_cPa410"
"CNV_chr18_10092001-10104000","CNV_chr18_10092001-10104000",7,"chr18",10092001,10104000,11999,"cPa268_cPa118_cPa125_cPa264_cPa248_cPa140_cPa15_cPa443_cPa410_cPa308_cPa50"
"CNV_chr18_11111101-11114100","CNV_chr18_11111101-11114100",6,"chr18",11111101,11114100,2999,"cPa268_cPa118_cPa125_cPa264_cPa248_cPa140_cPa15_cPa443_cPa424_cPa327_cPa61_cPa516_cPa254_cPa119_cPa404_cPa174"
"CNV_Scaffold164_72901-77400","CNV_Scaffold164_72901-77400",1,"Scaffold164",72901,77400,4499,"HERV-W_repbase_HERV17_LTR17"
"CNV_Scaffold213_5401-18900","CNV_Scaffold213_5401-18900",30,"Scaffold213",5401,18900,13499,"cPa428_cPa356"
"CNV_Scaffold213_32401-46500","CNV_Scaffold213_32401-46500",34,"Scaffold213",32401,46500,14099,"cPa428_cPa356"
"CNV_Scaffold351_1-11100","CNV_Scaffold351_1-11100",17,"Scaffold351",1,11100,11099,"cPa419"
"CNV_Scaffold351_28501-33000","CNV_Scaffold351_28501-33000",2,"Scaffold351",28501,33000,4499,"cPa419"
"CNV_chrLGE22_1129501-1141800","CNV_chrLGE22_1129501-1141800",46,"chrLGE22",1129501,1141800,12299,"cPa410_cPa264_cPa379_cPa248_cPa15"
"CNV_chrLGE22_2125501-2136300","CNV_chrLGE22_2125501-2136300",100,"chrLGE22",2125501,2136300,10799,"cPa428_cPa356"
"CNV_chrLGE22_2142301-2144700","CNV_chrLGE22_2142301-2144700",1,"chrLGE22",2142301,2144700,2399,"cPa428_cPa356"
"CNV_Scaffold391_1-3600","CNV_Scaffold391_1-3600",23,"Scaffold391",1,3600,3599,"cPa428_cPa356"
"CNV_Scaffold391_15301-30300","CNV_Scaffold391_15301-30300",67,"Scaffold391",15301,30300,14999,"cPa356_cPa428"
"CNV_Scaffold1666_1-7200","CNV_Scaffold1666_1-7200",85,"Scaffold1666",1,7200,7199,"cPa360_cPa163"
"CNV_Scaffold1666_48001-51900","CNV_Scaffold1666_48001-51900",33,"Scaffold1666",48001,51900,3899,"cPa308"
"CNV_Scaffold46_48301-51900","CNV_Scaffold46_48301-51900",48,"Scaffold46",48301,51900,3599,"cPa339"
"CNV_Scaffold219_1-13200","CNV_Scaffold219_1-13200",21,"Scaffold219",1,13200,13199,"cPa356"
"CNV_Scaffold47_30001-36000","CNV_Scaffold47_30001-36000",62,"Scaffold47",30001,36000,5999,"cPa391_cPa287_cPa293_cPa426_cPa386_cPa20_cPa427_cPa482"
"CNV_Scaffold345_1-6300","CNV_Scaffold345_1-6300",44,"Scaffold345",1,6300,6299,"cPa404_cPa174_cPa425_cPa254_cPa47"
"CNV_Scaffold407_1-10800","CNV_Scaffold407_1-10800",16,"Scaffold407",1,10800,10799,"cPa356_cPa428"
"CNV_Scaffold407_14101-29100","CNV_Scaffold407_14101-29100",50,"Scaffold407",14101,29100,14999,"cPa428_cPa356"
"CNV_Scaffold501_1-4800","CNV_Scaffold501_1-4800",12,"Scaffold501",1,4800,4799,"cPa428_cPa356"
"CNV_Scaffold501_9601-22200","CNV_Scaffold501_9601-22200",45,"Scaffold501",9601,22200,12599,"cPa356_cPa428"
"CNV_Scaffold131_6301-17100","CNV_Scaffold131_6301-17100",91,"Scaffold131",6301,17100,10799,"cPa356"
"CNV_Scaffold921_1-8400","CNV_Scaffold921_1-8400",56,"Scaffold921",1,8400,8399,"cPa264_cPa268_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa119_cPa61_cPa502"
"CNV_Scaffold1176_1-7500","CNV_Scaffold1176_1-7500",84,"Scaffold1176",1,7500,7499,"cPa404_cPa174_cPa254_cPa47_cPa425_cPa392_cPa71_cPa452_cPa16_cPa363_cPa446_cPa62_cPa444_cPa205_cPa390"
"CNV_Scaffold1543_1-2700","CNV_Scaffold1543_1-2700",112,"Scaffold1543",1,2700,2699,"cPa356"
"CNV_Scaffold1546_1-2700","CNV_Scaffold1546_1-2700",86,"Scaffold1546",1,2700,2699,"cPa392"
"CNV_Scaffold16_1782601-1792200","CNV_Scaffold16_1782601-1792200",4,"Scaffold16",1782601,1792200,9599,"cPa434_cPa199_cPa425_cPa205"
"CNV_Scaffold16_1837201-1848900","CNV_Scaffold16_1837201-1848900",4,"Scaffold16",1837201,1848900,11699,"cPa434_cPa199_cPa205_cPa47_cPa254_cPa447_cPa443_cPa516_cPa566_cPa308"
"CNV_Scaffold300_1-15000","CNV_Scaffold300_1-15000",114,"Scaffold300",1,15000,14999,"cPa356"
"CNV_Scaffold300_24901-36300","CNV_Scaffold300_24901-36300",97,"Scaffold300",24901,36300,11399,"cPa356"
"CNV_Scaffold469_1-15000","CNV_Scaffold469_1-15000",15,"Scaffold469",1,15000,14999,"cPa356"
"CNV_Scaffold469_19501-24300","CNV_Scaffold469_19501-24300",28,"Scaffold469",19501,24300,4799,"cPa356"
"CNV_Scaffold1089_4201-9000","CNV_Scaffold1089_4201-9000",73,"Scaffold1089",4201,9000,4799,"cPa428_cPa356"
"CNV_Scaffold18_513001-516600","CNV_Scaffold18_513001-516600",7,"Scaffold18",513001,516600,3599,"cPa428_cPa356"
"CNV_Scaffold541_9001-19800","CNV_Scaffold541_9001-19800",38,"Scaffold541",9001,19800,10799,"cPa428_cPa356"
"CNV_Scaffold622_5401-15900","CNV_Scaffold622_5401-15900",114,"Scaffold622",5401,15900,10499,"cPa356"
"CNV_Scaffold1458_1-4200","CNV_Scaffold1458_1-4200",118,"Scaffold1458",1,4200,4199,"cPa428_cPa356"
"CNV_chr12_695701-714000","CNV_chr12_695701-714000",122,"chr12",695701,714000,18299,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa260"
"CNV_chr12_754801-767100","CNV_chr12_754801-767100",2,"chr12",754801,767100,12299,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa260_cPa413_cPa205"
"CNV_chr12_1125601-1139100","CNV_chr12_1125601-1139100",30,"chr12",1125601,1139100,13499,"cPa268_cPa443_cPa118_cPa125_cPa264_cPa248_cPa140_cPa15_cPa61_cPa413_cPa516_cPa205_cPa390_cPa62_cPa339_cPa353"
"CNV_chr12_20027701-20038500","CNV_chr12_20027701-20038500",25,"chr12",20027701,20038500,10799,"cPa60_cPa546_cPa285_cPa257_cPa472"
"CNV_Scaffold252_22201-29700","CNV_Scaffold252_22201-29700",106,"Scaffold252",22201,29700,7499,"cPa356_cPa428"
"CNV_Scaffold252_30301-42000","CNV_Scaffold252_30301-42000",107,"Scaffold252",30301,42000,11699,"cPa356_cPa428"
"CNV_Scaffold1487_1-3900","CNV_Scaffold1487_1-3900",55,"Scaffold1487",1,3900,3899,"cPa428"
"CNV_Scaffold169_78601-84300","CNV_Scaffold169_78601-84300",31,"Scaffold169",78601,84300,5699,"cPa356"
"CNV_Scaffold184_23101-29100","CNV_Scaffold184_23101-29100",53,"Scaffold184",23101,29100,5999,"cPa419"
"CNV_Scaffold184_68101-72300","CNV_Scaffold184_68101-72300",10,"Scaffold184",68101,72300,4199,"cPa419"
"CNV_Scaffold539_1-9000","CNV_Scaffold539_1-9000",12,"Scaffold539",1,9000,8999,"cPa419"
"CNV_Scaffold81_1-4500","CNV_Scaffold81_1-4500",41,"Scaffold81",1,4500,4499,"HERV-W_repbase_HERV17_LTR17_cPa434_cPa125"
"CNV_Scaffold434_15301-26100","CNV_Scaffold434_15301-26100",18,"Scaffold434",15301,26100,10799,"cPa434_cPa400"
"CNV_Scaffold494_8401-22200","CNV_Scaffold494_8401-22200",20,"Scaffold494",8401,22200,13799,"cPa419"
"CNV_Scaffold998_1-10500","CNV_Scaffold998_1-10500",14,"Scaffold998",1,10500,10499,"cPa356_cPa428"
"CNV_Scaffold1085_1-9000","CNV_Scaffold1085_1-9000",19,"Scaffold1085",1,9000,8999,"cPa419"
"CNV_Scaffold183_26401-33600","CNV_Scaffold183_26401-33600",32,"Scaffold183",26401,33600,7199,"cPa356"
"CNV_Scaffold183_55801-60600","CNV_Scaffold183_55801-60600",30,"Scaffold183",55801,60600,4799,"cPa356"
"CNV_Scaffold183_68701-72900","CNV_Scaffold183_68701-72900",32,"Scaffold183",68701,72900,4199,"cPa356"
"CNV_Scaffold563_14101-18600","CNV_Scaffold563_14101-18600",32,"Scaffold563",14101,18600,4499,"cPa428"
"CNV_Scaffold997_1-10800","CNV_Scaffold997_1-10800",33,"Scaffold997",1,10800,10799,"cPa356_cPa428"
"CNV_Scaffold1019_1-10200","CNV_Scaffold1019_1-10200",46,"Scaffold1019",1,10200,10199,"cPa356_cPa428"
"CNV_Scaffold1340_1-5700","CNV_Scaffold1340_1-5700",42,"Scaffold1340",1,5700,5699,"cPa356_cPa428"
"CNV_Scaffold1532_1-3300","CNV_Scaffold1532_1-3300",75,"Scaffold1532",1,3300,3299,"cPa419"
"CNV_Scaffold1533_1-3300","CNV_Scaffold1533_1-3300",162,"Scaffold1533",1,3300,3299,"cPa419"
"CNV_Scaffold271_26101-39300","CNV_Scaffold271_26101-39300",4,"Scaffold271",26101,39300,13199,"cPa356_cPa428"
"CNV_Scaffold277_31801-38400","CNV_Scaffold277_31801-38400",52,"Scaffold277",31801,38400,6599,"cPa419_cPa434"
"CNV_Scaffold319_8101-14700","CNV_Scaffold319_8101-14700",16,"Scaffold319",8101,14700,6599,"cPa428_cPa356"
"CNV_Scaffold335_16801-23100","CNV_Scaffold335_16801-23100",8,"Scaffold335",16801,23100,6299,"cPa428_cPa356"
"CNV_chr222_1-8400","CNV_chr222_1-8400",10,"chr222",1,8400,8399,"cPa356_cPa428"
"CNV_chr222_19201-23700","CNV_chr222_19201-23700",7,"chr222",19201,23700,4499,"cPa428_cPa356"
"CNV_Scaffold503_16801-21900","CNV_Scaffold503_16801-21900",45,"Scaffold503",16801,21900,5099,"cPa434"
"CNV_Scaffold506_1501-5400","CNV_Scaffold506_1501-5400",3,"Scaffold506",1501,5400,3899,"cPa419"
"CNV_Scaffold506_9601-16200","CNV_Scaffold506_9601-16200",20,"Scaffold506",9601,16200,6599,"cPa419"
"CNV_Scaffold528_1-3300","CNV_Scaffold528_1-3300",25,"Scaffold528",1,3300,3299,"cPa419"
"CNV_Scaffold545_1-5100","CNV_Scaffold545_1-5100",2,"Scaffold545",1,5100,5099,"cPa356_cPa428"
"CNV_Scaffold545_16801-19500","CNV_Scaffold545_16801-19500",14,"Scaffold545",16801,19500,2699,"cPa428_cPa356"
"CNV_Scaffold565_15601-18300","CNV_Scaffold565_15601-18300",1,"Scaffold565",15601,18300,2699,"cPa428_cPa356"
"CNV_Scaffold566_1-3900","CNV_Scaffold566_1-3900",128,"Scaffold566",1,3900,3899,"cPa356_cPa428"
"CNV_Scaffold603_4801-11700","CNV_Scaffold603_4801-11700",7,"Scaffold603",4801,11700,6899,"cPa428_cPa356"
"CNV_Scaffold610_1201-15900","CNV_Scaffold610_1201-15900",64,"Scaffold610",1201,15900,14699,"cPa356"
"CNV_Scaffold926_1-12600","CNV_Scaffold926_1-12600",35,"Scaffold926",1,12600,12599,"cPa428_cPa356"
"CNV_Scaffold955_3601-11100","CNV_Scaffold955_3601-11100",5,"Scaffold955",3601,11100,7499,"cPa428_cPa356"
"CNV_Scaffold1046_5101-9900","CNV_Scaffold1046_5101-9900",54,"Scaffold1046",5101,9900,4799,"cPa428_cPa356"
"CNV_Scaffold1051_1-9600","CNV_Scaffold1051_1-9600",33,"Scaffold1051",1,9600,9599,"cPa356"
"CNV_Scaffold1099_4801-8700","CNV_Scaffold1099_4801-8700",9,"Scaffold1099",4801,8700,3899,"cPa419"
"CNV_Scaffold695_2401-7800","CNV_Scaffold695_2401-7800",42,"Scaffold695",2401,7800,5399,"cPa419"
"CNV_Scaffold1157_1-7800","CNV_Scaffold1157_1-7800",53,"Scaffold1157",1,7800,7799,"cPa428_cPa356"
"CNV_Scaffold1423_1-4800","CNV_Scaffold1423_1-4800",145,"Scaffold1423",1,4800,4799,"cPa428_cPa356"
"CNV_Scaffold1452_1-4500","CNV_Scaffold1452_1-4500",25,"Scaffold1452",1,4500,4499,"cPa428_cPa356"
"CNV_Scaffold1502_1-3600","CNV_Scaffold1502_1-3600",42,"Scaffold1502",1,3600,3599,"cPa419"
"CNV_Scaffold1505_1-2400","CNV_Scaffold1505_1-2400",24,"Scaffold1505",1,2400,2399,"cPa227"
"CNV_Scaffold1536_1-3000","CNV_Scaffold1536_1-3000",140,"Scaffold1536",1,3000,2999,"cPa356"
"CNV_Scaffold1537_1-3000","CNV_Scaffold1537_1-3000",143,"Scaffold1537",1,3000,2999,"cPa356_cPa428"
"CNV_Scaffold1549_1-2700","CNV_Scaffold1549_1-2700",62,"Scaffold1549",1,2700,2699,"cPa428_cPa356"
"CNV_Scaffold1552_1-2700","CNV_Scaffold1552_1-2700",13,"Scaffold1552",1,2700,2699,"cPa419"
"CNV_Scaffold1557_1-2700","CNV_Scaffold1557_1-2700",66,"Scaffold1557",1,2700,2699,"cPa356_cPa428"
"CNV_Scaffold1559_1-2400","CNV_Scaffold1559_1-2400",27,"Scaffold1559",1,2400,2399,"cPa356_cPa428"
"CNV_Scaffold1564_1-2400","CNV_Scaffold1564_1-2400",15,"Scaffold1564",1,2400,2399,"cPa356_cPa428"
"CNV_Scaffold793_1-2400","CNV_Scaffold793_1-2400",23,"Scaffold793",1,2400,2399,"cPa356_cPa428"
"CNV_Scaffold1571_1-2400","CNV_Scaffold1571_1-2400",25,"Scaffold1571",1,2400,2399,"cPa356_cPa428"
"CNV_Scaffold905_6001-12900","CNV_Scaffold905_6001-12900",65,"Scaffold905",6001,12900,6899,"cPa419"
"CNV_Scaffold1345_1-5700","CNV_Scaffold1345_1-5700",87,"Scaffold1345",1,5700,5699,"cPa428_cPa356"
"CNV_Scaffold520_1-10800","CNV_Scaffold520_1-10800",35,"Scaffold520",1,10800,10799,"cPa356_cPa428"
"CNV_Scaffold520_13201-21000","CNV_Scaffold520_13201-21000",8,"Scaffold520",13201,21000,7799,"cPa428_cPa356"
"CNV_Scaffold692_1-9000","CNV_Scaffold692_1-9000",63,"Scaffold692",1,9000,8999,"cPa358_cPa251_cPa583"
"CNV_Scaffold1294_301-5400","CNV_Scaffold1294_301-5400",6,"Scaffold1294",301,5400,5099,"cPa356_cPa381_cPa446_cPa339_cPa353"
"CNV_chr26_1865701-1881900","CNV_chr26_1865701-1881900",68,"chr26",1865701,1881900,16199,"cPa61_cPa268_cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa379_cPa446_cPa410_cPa434_cPa199_cPa371"
"CNV_chr26_4335601-4341300","CNV_chr26_4335601-4341300",6,"chr26",4335601,4341300,5699,"cPa268_cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa428_cPa356_cPa566_cPa61_cPa119"
"CNV_Scaffold1030_2701-9900","CNV_Scaffold1030_2701-9900",35,"Scaffold1030",2701,9900,7199,"cPa419"
"CNV_Scaffold308_2401-10800","CNV_Scaffold308_2401-10800",35,"Scaffold308",2401,10800,8399,"cPa315"
"CNV_Scaffold575_1-9600","CNV_Scaffold575_1-9600",9,"Scaffold575",1,9600,9599,"cPa419"
"CNV_Scaffold575_12901-16500","CNV_Scaffold575_12901-16500",1,"Scaffold575",12901,16500,3599,"cPa419"
"CNV_Scaffold613_1-10200","CNV_Scaffold613_1-10200",51,"Scaffold613",1,10200,10199,"cPa356_cPa428"
"CNV_Scaffold869_1-6600","CNV_Scaffold869_1-6600",55,"Scaffold869",1,6600,6599,"cPa434"
"CNV_Scaffold936_1-12000","CNV_Scaffold936_1-12000",10,"Scaffold936",1,12000,11999,"cPa428_cPa356"
"CNV_Scaffold341_4801-13200","CNV_Scaffold341_4801-13200",28,"Scaffold341",4801,13200,8399,"cPa428_cPa356"
"CNV_Scaffold341_30301-33300","CNV_Scaffold341_30301-33300",12,"Scaffold341",30301,33300,2999,"cPa428_cPa356"
"CNV_Scaffold1100_1-8700","CNV_Scaffold1100_1-8700",39,"Scaffold1100",1,8700,8699,"cPa391"
"CNV_Scaffold438_13501-23700","CNV_Scaffold438_13501-23700",16,"Scaffold438",13501,23700,10199,"cPa419"
"CNV_Scaffold1475_1-4200","CNV_Scaffold1475_1-4200",35,"Scaffold1475",1,4200,4199,"cPa419"
"CNV_Scaffold60_1-5100","CNV_Scaffold60_1-5100",1,"Scaffold60",1,5100,5099,"cPa434_cPa199"
"CNV_Scaffold60_21601-29400","CNV_Scaffold60_21601-29400",38,"Scaffold60",21601,29400,7799,"cPa391"
"CNV_Scaffold861_1-8700","CNV_Scaffold861_1-8700",5,"Scaffold861",1,8700,8699,"cPa428_cPa356"
"CNV_Scaffold1249_1-6600","CNV_Scaffold1249_1-6600",54,"Scaffold1249",1,6600,6599,"cPa356_cPa428"
"CNV_Scaffold1087_4501-9000","CNV_Scaffold1087_4501-9000",7,"Scaffold1087",4501,9000,4499,"cPa428_cPa356"
"CNV_Scaffold570_1-8400","CNV_Scaffold570_1-8400",54,"Scaffold570",1,8400,8399,"cPa419"
"CNV_Scaffold570_9001-18000","CNV_Scaffold570_9001-18000",59,"Scaffold570",9001,18000,8999,"cPa419"
"CNV_Scaffold151_1-6300","CNV_Scaffold151_1-6300",15,"Scaffold151",1,6300,6299,"cPa356"
"CNV_Scaffold151_13501-26100","CNV_Scaffold151_13501-26100",14,"Scaffold151",13501,26100,12599,"cPa356_cPa428"
"CNV_Scaffold1675_44701-53100","CNV_Scaffold1675_44701-53100",11,"Scaffold1675",44701,53100,8399,"cPa264_cPa268_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa404_cPa174_cPa425_cPa392_cPa254_cPa47"
"CNV_Scaffold1675_72901-87000","CNV_Scaffold1675_72901-87000",9,"Scaffold1675",72901,87000,14099,"cPa61_cPa542"
"CNV_chr220_11401-21000","CNV_chr220_11401-21000",15,"chr220",11401,21000,9599,"cPa67_cPa542_cPa194"
"CNV_Scaffold69_13801-22800","CNV_Scaffold69_13801-22800",11,"Scaffold69",13801,22800,8999,"cPa264_cPa268_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa119_cPa425"
"CNV_Scaffold83_1-6600","CNV_Scaffold83_1-6600",20,"Scaffold83",1,6600,6599,"cPa434"
"CNV_Scaffold924_1-12600","CNV_Scaffold924_1-12600",12,"Scaffold924",1,12600,12599,"cPa413"
"CNV_Scaffold1163_1-7800","CNV_Scaffold1163_1-7800",30,"Scaffold1163",1,7800,7799,"cPa428_cPa356"
"CNV_Scaffold1179_1-7500","CNV_Scaffold1179_1-7500",18,"Scaffold1179",1,7500,7499,"cPa356_cPa428"
"CNV_Scaffold1365_1-5400","CNV_Scaffold1365_1-5400",46,"Scaffold1365",1,5400,5399,"cPa356_cPa428"
"CNV_Scaffold1385_1-5400","CNV_Scaffold1385_1-5400",35,"Scaffold1385",1,5400,5399,"cPa428_cPa356"
"CNV_Scaffold422_14401-27300","CNV_Scaffold422_14401-27300",35,"Scaffold422",14401,27300,12899,"cPa356_cPa428"
"CNV_Scaffold571_9001-18000","CNV_Scaffold571_9001-18000",20,"Scaffold571",9001,18000,8999,"cPa428_cPa356"
"CNV_Scaffold854_1-14700","CNV_Scaffold854_1-14700",13,"Scaffold854",1,14700,14699,"cPa587_cPa308"
"CNV_Scaffold1214_1-7200","CNV_Scaffold1214_1-7200",70,"Scaffold1214",1,7200,7199,"cPa428_cPa356"
"CNV_Scaffold1261_3301-6600","CNV_Scaffold1261_3301-6600",76,"Scaffold1261",3301,6600,3299,"cPa428_cPa356"
"CNV_Scaffold1297_1-3600","CNV_Scaffold1297_1-3600",74,"Scaffold1297",1,3600,3599,"cPa356_cPa428"
"CNV_Scaffold247_6301-21000","CNV_Scaffold247_6301-21000",14,"Scaffold247",6301,21000,14699,"cPa428_cPa356"
"CNV_Scaffold247_30301-39300","CNV_Scaffold247_30301-39300",8,"Scaffold247",30301,39300,8999,"cPa356_cPa428"
"CNV_Scaffold485_7201-19200","CNV_Scaffold485_7201-19200",21,"Scaffold485",7201,19200,11999,"cPa356_cPa428"
"CNV_Scaffold491_1-13500","CNV_Scaffold491_1-13500",3,"Scaffold491",1,13500,13499,"cPa428_cPa356"
"CNV_Scaffold543_9001-19800","CNV_Scaffold543_9001-19800",46,"Scaffold543",9001,19800,10799,"cPa356_cPa428"
"CNV_Scaffold616_1-3000","CNV_Scaffold616_1-3000",60,"Scaffold616",1,3000,2999,"cPa356"
"CNV_Scaffold616_6601-15900","CNV_Scaffold616_6601-15900",71,"Scaffold616",6601,15900,9299,"cPa356"
"CNV_Scaffold1061_6601-9600","CNV_Scaffold1061_6601-9600",30,"Scaffold1061",6601,9600,2999,"cPa428_cPa356"
"CNV_Scaffold337_11701-17400","CNV_Scaffold337_11701-17400",12,"Scaffold337",11701,17400,5699,"cPa428_cPa356"
"CNV_Scaffold163_7801-15900","CNV_Scaffold163_7801-15900",8,"Scaffold163",7801,15900,8099,"cPa428_cPa356"
"CNV_Scaffold143_81001-95400","CNV_Scaffold143_81001-95400",12,"Scaffold143",81001,95400,14399,"cPa428_cPa356"
"CNV_Scaffold143_104101-109800","CNV_Scaffold143_104101-109800",1,"Scaffold143",104101,109800,5699,"cPa428_cPa356"
"CNV_Scaffold143_136501-154500","CNV_Scaffold143_136501-154500",44,"Scaffold143",136501,154500,17999,"cPa428_cPa356"
"CNV_Scaffold167_52201-58200","CNV_Scaffold167_52201-58200",2,"Scaffold167",52201,58200,5999,"cPa419"
"CNV_Scaffold171_66301-77400","CNV_Scaffold171_66301-77400",10,"Scaffold171",66301,77400,11099,"cPa434_cPa363_cPa404_cPa392_cPa174_cPa425_cPa254_cPa47"
"CNV_Scaffold222_28501-40200","CNV_Scaffold222_28501-40200",14,"Scaffold222",28501,40200,11699,"cPa428_cPa356"
"CNV_Scaffold222_49501-51900","CNV_Scaffold222_49501-51900",3,"Scaffold222",49501,51900,2399,"cPa356"
"CNV_Scaffold266_18901-28200","CNV_Scaffold266_18901-28200",3,"Scaffold266",18901,28200,9299,"cPa419"
"CNV_Scaffold120_1-7200","CNV_Scaffold120_1-7200",3,"Scaffold120",1,7200,7199,"cPa356_cPa428"
"CNV_Scaffold120_7801-12300","CNV_Scaffold120_7801-12300",1,"Scaffold120",7801,12300,4499,"cPa428_cPa356"
"CNV_Scaffold120_20101-23400","CNV_Scaffold120_20101-23400",4,"Scaffold120",20101,23400,3299,"cPa428_cPa356"
"CNV_Scaffold305_32701-35700","CNV_Scaffold305_32701-35700",9,"Scaffold305",32701,35700,2999,"cPa428_cPa356"
"CNV_Scaffold379_1-3600","CNV_Scaffold379_1-3600",18,"Scaffold379",1,3600,3599,"cPa356_cPa428"
"CNV_Scaffold379_6301-11700","CNV_Scaffold379_6301-11700",3,"Scaffold379",6301,11700,5399,"cPa428_cPa356"
"CNV_Scaffold379_20401-30900","CNV_Scaffold379_20401-30900",6,"Scaffold379",20401,30900,10499,"cPa428_cPa356"
"CNV_chr228_1-11700","CNV_chr228_1-11700",33,"chr228",1,11700,11699,"cPa356_cPa428"
"CNV_chr228_12301-16200","CNV_chr228_12301-16200",18,"chr228",12301,16200,3899,"cPa356_cPa428"
"CNV_Scaffold424_1-10200","CNV_Scaffold424_1-10200",2,"Scaffold424",1,10200,10199,"cPa356"
"CNV_Scaffold428_12601-22500","CNV_Scaffold428_12601-22500",56,"Scaffold428",12601,22500,9899,"cPa356_cPa428"
"CNV_Scaffold118_1-9900","CNV_Scaffold118_1-9900",32,"Scaffold118",1,9900,9899,"cPa356_cPa428"
"CNV_Scaffold538_14701-18600","CNV_Scaffold538_14701-18600",2,"Scaffold538",14701,18600,3899,"cPa428_cPa356"
"CNV_Scaffold127_6001-17100","CNV_Scaffold127_6001-17100",29,"Scaffold127",6001,17100,11099,"cPa428_cPa356"
"CNV_Scaffold589_301-2400","CNV_Scaffold589_301-2400",1,"Scaffold589",301,2400,2099,"cPa428_cPa356"
"CNV_Scaffold637_2401-15300","CNV_Scaffold637_2401-15300",18,"Scaffold637",2401,15300,12899,"cPa356_cPa428"
"CNV_Scaffold651_1-4500","CNV_Scaffold651_1-4500",5,"Scaffold651",1,4500,4499,"cPa428_cPa356"
"CNV_Scaffold651_6001-10500","CNV_Scaffold651_6001-10500",5,"Scaffold651",6001,10500,4499,"cPa428_cPa356"
"CNV_Scaffold918_1-12600","CNV_Scaffold918_1-12600",34,"Scaffold918",1,12600,12599,"cPa356_cPa428"
"CNV_Scaffold946_7201-11700","CNV_Scaffold946_7201-11700",13,"Scaffold946",7201,11700,4499,"cPa428_cPa356"
"CNV_Scaffold1026_6901-10200","CNV_Scaffold1026_6901-10200",8,"Scaffold1026",6901,10200,3299,"cPa428_cPa356"
"CNV_Scaffold1060_1-9600","CNV_Scaffold1060_1-9600",5,"Scaffold1060",1,9600,9599,"cPa419"
"CNV_Scaffold1066_1-9300","CNV_Scaffold1066_1-9300",9,"Scaffold1066",1,9300,9299,"cPa419"
"CNV_Scaffold688_4801-9300","CNV_Scaffold688_4801-9300",30,"Scaffold688",4801,9300,4499,"cPa419"
"CNV_Scaffold1130_1-3000","CNV_Scaffold1130_1-3000",2,"Scaffold1130",1,3000,2999,"cPa419"
"CNV_Scaffold1168_5401-7800","CNV_Scaffold1168_5401-7800",4,"Scaffold1168",5401,7800,2399,"cPa356_cPa428"
"CNV_Scaffold1177_1-2100","CNV_Scaffold1177_1-2100",2,"Scaffold1177",1,2100,2099,"cPa356_cPa428"
"CNV_Scaffold1420_1-4800","CNV_Scaffold1420_1-4800",36,"Scaffold1420",1,4800,4799,"cPa428_cPa356"
